ID_Cliente,Evasao,Genero,Eh_Idoso,Tem_Parceiro,Tem_Dependentes,Tempo_Contrato,Servico_Telefone,Linhas_Multiplas,Servico_Internet,Adiconal_Seguranca,Adicional_Backup,Adiconal_Protecao,Adicional_Suporte,Streaming_TV,Streaming_Filmes,Tipo_Contrato,Valor_Dia,Conta_Digital,Metodo_Pagamento,Valor_Mensal,Valor_Total
5442-XSDCW,Sim,Masculino,Não,Sim,Sim,11,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Mensal,2.65,Sim,Tranferência bancária (automática),79.5,868.5
5443-SCMKX,Não,Feminino,Não,Sim,Não,58,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Não,Sim,Anual,3.14,Sim,Cheque eletrônico,94.3,5610.15
5445-GLVOT,Não,Feminino,Não,Não,Não,22,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,1.66,Sim,Cheque eletrônico,49.8,1049.05
5445-PZWGX,Sim,Masculino,Não,Não,Não,62,Sim,Sim,Fibra Óptica,Sim,Sim,Não,Sim,Não,Sim,Anual,3.4,Não,Cheque eletrônico,102.0,6529.25
5445-UTODQ,Sim,Feminino,Não,Sim,Não,7,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Mensal,2.7,Sim,Cheque eletrônico,81.1,576.65
5446-DKWYW,Não,Feminino,Sim,Sim,Sim,61,Sim,Sim,DSL,Não,Não,Sim,Não,Sim,Não,Anual,2.17,Sim,Cheque eletrônico,65.2,3965.05
5447-VYTKW,Não,Masculino,Não,Não,Não,27,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Não,Mensal,1.78,Não,Cheque,53.45,1461.45
5447-WZAFP,Não,Feminino,Não,Não,Não,53,Sim,Não,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Anual,3.34,Sim,Cheque,100.3,5200.8
5448-VWNAM,Não,Feminino,Não,Não,Sim,19,Sim,Sim,DSL,Sim,Sim,Não,Sim,Sim,Não,Mensal,2.53,Sim,Cheque,75.9,1375.6
5449-FIBXJ,Sim,Masculino,Não,Sim,Sim,19,Sim,Sim,Fibra Óptica,Não,Não,Sim,Sim,Sim,Sim,Mensal,3.44,Não,Cheque eletrônico,103.3,2012.7
5451-MHQOF,Não,Masculino,Não,Sim,Sim,56,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.82,Sim,Cheque,24.45,1431.65
5451-YHYPW,Não,Feminino,Sim,Sim,Não,72,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,3.86,Sim,Cartão de crédito (automática),115.75,8443.7
5453-AXEPF,Não,Masculino,Não,Sim,Não,17,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Mensal,2.68,Sim,Tranferência bancária (automática),80.5,1336.9
5453-YBTWV,Não,Masculino,Não,Sim,Sim,70,Sim,Não,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Não,Bianual,3.37,Sim,Cartão de crédito (automática),101.1,6994.8
5456-ITGIC,Não,Masculino,Sim,Sim,Não,72,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,2.15,Sim,Cartão de crédito (automática),64.45,4641.1
5457-COLHT,Não,Masculino,Não,Sim,Sim,69,Sim,Não,DSL,Sim,Sim,Não,Sim,Sim,Sim,Bianual,2.69,Não,Tranferência bancária (automática),80.65,5542.55
5458-CQJTA,Sim,Masculino,Não,Sim,Sim,65,Sim,Não,DSL,Sim,Não,Não,Sim,Sim,Sim,Bianual,2.49,Sim,Tranferência bancária (automática),74.8,4820.15
5461-QKNTN,Não,Masculino,Sim,Sim,Não,43,Sim,Sim,Fibra Óptica,Não,Sim,Não,Sim,Sim,Não,Mensal,3.14,Sim,Cheque eletrônico,94.3,3953.15
5465-BUBFA,Não,Feminino,Não,Sim,Sim,41,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.64,Não,Tranferência bancária (automática),19.3,772.4
5468-BPMMO,Não,Masculino,Não,Sim,Não,46,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.65,Não,Cheque eletrônico,19.6,851.2
5469-CTCWN,Sim,Masculino,Não,Sim,Sim,61,Sim,Sim,Fibra Óptica,Sim,Sim,Não,Não,Sim,Sim,Anual,3.53,Sim,Cheque eletrônico,106.0,6547.7
5469-NUJUR,Não,Masculino,Não,Não,Não,19,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.66,Sim,Cheque,19.95,373.5
5472-CVMDX,Não,Feminino,Não,Não,Não,68,Não,Sem serviço de telefone,DSL,Sim,Não,Sim,Sim,Não,Não,Bianual,1.3,Não,Cheque,38.9,2719.2
5473-KHBPS,Não,Feminino,Não,Sim,Sim,52,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Não,Anual,3.19,Sim,Cartão de crédito (automática),95.7,4976.15
5474-LAMUQ,Não,Masculino,Não,Sim,Não,24,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.67,Não,Cheque,20.1,533.9
5478-JJVZK,Não,Feminino,Não,Não,Não,33,Sim,Sim,DSL,Sim,Sim,Não,Não,Não,Não,Mensal,2.03,Sim,Cheque,60.9,2033.85
5480-HPRRX,Sim,Feminino,Sim,Não,Não,3,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,0.84,Não,Cheque eletrônico,25.3,77.75
5480-TBGPH,Sim,Feminino,Não,Sim,Não,24,Sim,Não,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,3.31,Sim,Cartão de crédito (automática),99.3,2431.35
5480-XTFFL,Não,Feminino,Não,Sim,Sim,31,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.7,Não,Cheque,21.0,697.7
5481-NTDOH,Não,Feminino,Sim,Sim,Não,67,Sim,Sim,Fibra Óptica,Sim,Não,Sim,Não,Sim,Sim,Anual,3.57,Sim,Cartão de crédito (automática),107.05,7142.5
5482-NUPNA,Sim,Feminino,Não,Não,Não,4,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Mensal,2.01,Sim,Cheque,60.4,272.15
5482-PLVPE,Sim,Feminino,Sim,Não,Não,2,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,0.81,Não,Cheque eletrônico,24.35,41.85
5482-VXSXJ,Não,Masculino,Não,Não,Não,22,Sim,Não,Fibra Óptica,Não,Sim,Não,Não,Sim,Sim,Mensal,3.11,Sim,Cheque,93.2,2157.3
5485-ITNPC,Não,Masculino,Não,Sim,Não,66,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,2.86,Sim,Tranferência bancária (automática),85.9,5595.3
5485-WUYWF,Sim,Masculino,Sim,Não,Não,2,Sim,Não,DSL,Sim,Não,Sim,Não,Sim,Não,Mensal,2.21,Não,Tranferência bancária (automática),66.4,94.55
5493-SDRDQ,Sim,Masculino,Não,Não,Não,2,Sim,Não,DSL,Sim,Não,Sim,Não,Não,Não,Mensal,1.84,Sim,Cheque,55.1,113.35
5494-HECPR,Sim,Feminino,Não,Não,Não,1,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Mensal,2.68,Sim,Cheque eletrônico,80.25,80.25
5494-WOZRZ,Não,Feminino,Não,Sim,Sim,71,Sim,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bianual,2.73,Sim,Cartão de crédito (automática),82.0,5999.85
5495-GPSRW,Não,Masculino,Não,Não,Não,20,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.66,Sim,Cheque,19.7,419.4
5498-IBWPI,Não,Feminino,Não,Sim,Sim,66,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Anual,1.65,Sim,Cartão de crédito (automática),49.4,3251.85
5498-TXHLF,Sim,Feminino,Não,Sim,Sim,34,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Não,Mensal,2.92,Não,Cheque eletrônico,87.45,2874.15
5499-ECUTN,Não,Feminino,Não,Sim,Não,47,Sim,Não,DSL,Sim,Não,Sim,Não,Sim,Não,Anual,2.2,Sim,Cartão de crédito (automática),66.05,3021.45
5501-TVMGM,Não,Masculino,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Sim,Mensal,1.84,Sim,Cheque eletrônico,55.25,55.25
5502-RLUYV,Sim,Feminino,Não,Sim,Sim,69,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,3.47,Sim,Cheque eletrônico,103.95,7446.9
5504-WSIUR,Não,Feminino,Não,Não,Não,70,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Sim,Não,Não,Anual,3.01,Sim,Tranferência bancária (automática),90.25,6385.95
5505-OVWQW,Não,Feminino,Não,Não,Não,17,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.67,Não,Cheque,20.15,353.65
5510-BOIUJ,Sim,Masculino,Não,Não,Sim,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.64,Não,Cheque,19.25,19.25
5512-IDZEI,Não,Masculino,Não,Sim,Sim,46,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.83,Não,Cheque eletrônico,24.9,1174.8
5514-YQENT,Não,Masculino,Não,Não,Sim,41,Sim,Não,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,3.7,Sim,Cheque eletrônico,111.15,4507.15
5515-AKOAJ,Sim,Feminino,Não,Não,Não,54,Sim,Sim,Fibra Óptica,Não,Não,Não,Sim,Sim,Sim,Mensal,3.34,Sim,Cheque eletrônico,100.1,5440.9
5515-IDEJJ,Sim,Masculino,Não,Sim,Sim,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.66,Não,Cheque,19.9,19.9
5515-RUGKN,Não,Masculino,Não,Não,Não,8,Sim,Não,DSL,Não,Não,Não,Não,Não,Sim,Mensal,1.82,Sim,Cartão de crédito (automática),54.75,438.05
5519-NPHVG,Sim,Feminino,Não,Não,Não,12,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mensal,3.14,Sim,Cheque eletrônico,94.2,1046.1
5519-TEEUH,Não,Masculino,Não,Não,Sim,33,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.67,Sim,Cheque,20.15,682.15
5519-YLDGW,Sim,Feminino,Não,Sim,Não,21,Sim,Sim,Fibra Óptica,Sim,Não,Sim,Não,Sim,Sim,Mensal,3.46,Sim,Cheque eletrônico,103.9,2254.2
5520-FVEWJ,Sim,Feminino,Não,Sim,Sim,12,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Não,Não,Mensal,2.82,Sim,Cheque eletrônico,84.5,916.9
5522-JBWMO,Não,Masculino,Não,Não,Sim,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,1.47,Não,Cheque eletrônico,44.0,44.0
5522-NYKPB,Não,Masculino,Não,Sim,Sim,25,Sim,Não,Fibra Óptica,Não,Não,Não,Sim,Sim,Não,Mensal,2.86,Não,Cheque eletrônico,85.9,2199.05
5524-KHNJP,Não,Masculino,Não,Sim,Sim,33,Sim,Não,DSL,Sim,Não,Sim,Não,Sim,Sim,Anual,2.49,Não,Cartão de crédito (automática),74.75,2453.3
5527-ACHSO,Não,Feminino,Não,Não,Não,11,Sim,Não,DSL,Não,Não,Não,Sim,Sim,Sim,Mensal,2.35,Não,Cheque,70.5,829.3
5529-GIBVH,Não,Feminino,Não,Não,Não,47,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.67,Não,Cheque,20.15,1046.2
5533-NHFRF,Não,Masculino,Sim,Não,Não,7,Não,Sem serviço de telefone,DSL,Não,Sim,Não,Sim,Não,Sim,Mensal,1.48,Sim,Cheque eletrônico,44.4,265.8
5533-RJFTJ,Não,Masculino,Não,Não,Não,49,Não,Sem serviço de telefone,DSL,Não,Não,Sim,Não,Não,Não,Mensal,1.01,Sim,Tranferência bancária (automática),30.2,1453.1
5536-RTPWK,Sim,Masculino,Não,Sim,Não,49,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Sim,Mensal,3.3,Sim,Tranferência bancária (automática),99.05,4853.75
5536-SLHPM,Sim,Feminino,Não,Sim,Não,55,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Não,Não,Mensal,2.59,Sim,Cheque eletrônico,77.75,4458.15
5537-UXXVS,Não,Feminino,Não,Sim,Não,20,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.64,Não,Tranferência bancária (automática),19.25,375.25
5539-HIVAK,Não,Feminino,Sim,Sim,Não,28,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.86,Não,Cheque,25.7,734.6
5539-TMZLF,Sim,Masculino,Sim,Não,Não,1,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.33,Sim,Cheque eletrônico,69.75,69.75
5542-DHSXL,Não,Feminino,Não,Sim,Não,4,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Mensal,1.82,Não,Cheque,54.7,235.05
5542-NKVRU,Não,Feminino,Não,Não,Não,42,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.69,Sim,Tranferência bancária (automática),20.75,844.45
5542-TBBWB,Não,Masculino,Não,Não,Não,1,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.33,Sim,Cheque eletrônico,69.9,69.9
5543-QDCRY,Não,Masculino,Não,Não,Não,4,Sim,Não,DSL,Não,Não,Não,Não,Sim,Não,Mensal,1.88,Sim,Cheque eletrônico,56.4,234.85
5546-BYZSM,Não,Feminino,Não,Não,Não,41,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.68,Não,Cheque eletrônico,20.45,775.6
5546-QUERU,Não,Masculino,Não,Não,Não,13,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.66,Sim,Cheque,19.95,257.0
5549-ZGHFB,Não,Masculino,Não,Sim,Sim,50,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.83,Não,Cheque,24.95,1261.45
5550-VFRLC,Sim,Feminino,Sim,Não,Não,1,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.33,Sim,Cheque eletrônico,69.85,69.85
5552-ZNFSJ,Sim,Masculino,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,1.51,Não,Cheque eletrônico,45.3,45.3
5553-AOINX,Não,Feminino,Sim,Sim,Sim,66,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Anual,3.5,Sim,Cheque eletrônico,104.9,6891.45
5555-RNPGT,Não,Masculino,Não,Não,Sim,10,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.83,Não,Cartão de crédito (automática),24.8,223.9
5561-NWEVX,Sim,Feminino,Sim,Sim,Não,2,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Não,Não,Mensal,2.64,Não,Cheque eletrônico,79.2,172.85
5562-BETPV,Não,Masculino,Não,Sim,Sim,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.65,Não,Cheque,19.65,19.65
5562-YJQGT,Não,Feminino,Não,Não,Não,2,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.68,Não,Cartão de crédito (automática),20.35,35.1
5564-NEMQO,Sim,Feminino,Sim,Não,Não,1,Sim,Não,Fibra Óptica,Não,Não,Sim,Não,Não,Não,Mensal,2.51,Sim,Tranferência bancária (automática),75.3,75.3
5565-FILXA,Sim,Feminino,Sim,Não,Não,16,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mensal,3.2,Sim,Cheque eletrônico,96.15,1529.2
5566-SOEZD,Não,Masculino,Não,Sim,Sim,27,Sim,Não,Fibra Óptica,Sim,Sim,Não,Não,Não,Não,Anual,2.69,Sim,Cartão de crédito (automática),80.65,2209.75
5567-GZKQY,Não,Masculino,Não,Não,Não,58,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.68,Não,Cartão de crédito (automática),20.3,1131.5
5567-WSELE,Sim,Masculino,Sim,Sim,Não,3,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mensal,3.15,Sim,Cheque eletrônico,94.6,279.55
5568-DMXZS,Não,Feminino,Não,Não,Não,8,Sim,Não,DSL,Não,Sim,Não,Sim,Sim,Não,Mensal,2.18,Sim,Cheque eletrônico,65.45,554.45
5569-IDSEY,Não,Masculino,Não,Sim,Não,71,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Anual,3.52,Sim,Tranferência bancária (automática),105.7,7472.15
5569-KGJHX,Sim,Feminino,Não,Sim,Sim,9,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Mensal,2.84,Sim,Tranferência bancária (automática),85.35,754.65
5569-OUICF,Sim,Feminino,Sim,Sim,Não,28,Sim,Sim,Fibra Óptica,Não,Não,Não,Sim,Sim,Sim,Mensal,3.38,Sim,Cartão de crédito (automática),101.3,2812.2
5570-PTWEH,Sim,Feminino,Não,Sim,Não,3,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.51,Sim,Cartão de crédito (automática),75.15,216.75
5572-ZDXHY,Sim,Feminino,Não,Não,Não,22,Sim,Não,Fibra Óptica,Não,Sim,Não,Não,Não,Sim,Mensal,2.81,Sim,Cheque,84.3,1855.65
5574-NXZIU,Não,Masculino,Não,Não,Não,63,Sim,Não,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,3.64,Não,Cartão de crédito (automática),109.2,7049.75
5575-GNVDE,Não,Masculino,Não,Não,Não,34,Sim,Não,DSL,Sim,Não,Sim,Não,Não,Não,Anual,1.9,Não,Cheque,56.95,1889.5
5575-TPIZQ,Não,Masculino,Não,Não,Não,46,Sim,Sim,Fibra Óptica,Sim,Não,Não,Não,Sim,Não,Mensal,2.97,Sim,Cartão de crédito (automática),89.15,4245.55
5577-OTWWW,Sim,Feminino,Não,Não,Não,15,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.66,Não,Tranferência bancária (automática),19.75,297.3
5578-NKCXI,Não,Feminino,Não,Sim,Sim,58,Sim,Não,Fibra Óptica,Sim,Sim,Não,Não,Sim,Sim,Anual,3.31,Não,Cartão de crédito (automática),99.25,5846.65
5583-EJXRD,Não,Masculino,Não,Sim,Sim,44,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Não,Sim,Bianual,1.8,Sim,Cartão de crédito (automática),54.05,2375.2
5583-SXDAG,Sim,Masculino,Não,Sim,Não,1,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.33,Não,Cheque eletrônico,70.0,70.0
5590-BYNII,Sim,Masculino,Não,Não,Não,22,Sim,Sim,Fibra Óptica,Sim,Não,Não,Não,Sim,Sim,Mensal,3.36,Sim,Cheque eletrônico,100.75,2095.0
5590-YRFJT,Sim,Feminino,Não,Sim,Não,20,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,0.82,Sim,Cheque eletrônico,24.45,482.8
5590-ZSKRV,Não,Feminino,Não,Sim,Sim,8,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Mensal,1.82,Não,Cheque,54.65,482.25
5593-SUAOO,Não,Feminino,Não,Sim,Sim,24,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Não,Não,Anual,2.77,Não,Tranferência bancária (automática),83.15,2033.05
5597-GLBUC,Sim,Feminino,Não,Não,Não,1,Sim,Não,Fibra Óptica,Não,Não,Sim,Não,Sim,Não,Mensal,2.85,Sim,Cheque eletrônico,85.45,85.45
5598-IKHQQ,Não,Feminino,Não,Não,Não,72,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.85,Não,Cartão de crédito (automática),25.45,1866.45
5599-HVLTW,Não,Feminino,Sim,Não,Não,14,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Não,Não,Mensal,2.68,Sim,Tranferência bancária (automática),80.35,1058.1
5600-KTXFM,Não,Masculino,Não,Sim,Sim,2,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.33,Não,Cheque,69.95,143.9
5600-PDUJF,Não,Masculino,Não,Não,Não,6,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Mensal,1.65,Sim,Cartão de crédito (automática),49.5,312.7
5602-BVFMK,Não,Feminino,Não,Não,Não,12,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.64,Não,Cheque,19.3,228.75
5605-IYGFG,Não,Feminino,Não,Não,Não,7,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.33,Sim,Tranferência bancária (automática),69.85,515.45
5605-XNWEN,Não,Masculino,Sim,Sim,Não,72,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.83,Sim,Tranferência bancária (automática),25.0,1802.55
5606-AMZBO,Não,Feminino,Não,Sim,Não,10,Sim,Sim,Fibra Óptica,Sim,Não,Não,Não,Não,Não,Mensal,2.6,Sim,Cartão de crédito (automática),78.15,765.15
5609-CEBID,Sim,Feminino,Sim,Não,Não,20,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Não,Sim,Mensal,3.14,Sim,Cheque eletrônico,94.1,1782.4
5609-IMCGG,Não,Feminino,Não,Não,Não,15,Sim,Sim,Fibra Óptica,Sim,Não,Sim,Não,Não,Não,Mensal,2.81,Sim,Cartão de crédito (automática),84.35,1302.65
5614-DNZCE,Não,Feminino,Não,Não,Não,58,Sim,Não,DSL,Sim,Sim,Sim,Sim,Não,Não,Bianual,2.16,Sim,Cartão de crédito (automática),64.9,3795.45
5616-PRTNT,Sim,Masculino,Não,Não,Sim,20,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.65,Sim,Cheque eletrônico,19.4,374.5
5619-PTMIK,Não,Feminino,Não,Sim,Não,46,Sim,Sim,DSL,Sim,Não,Não,Não,Não,Não,Mensal,1.77,Não,Cheque eletrônico,53.1,2459.8
5619-XZZKR,Não,Masculino,Não,Não,Não,4,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.66,Não,Cheque,19.95,68.2
5622-UEJFI,Não,Feminino,Não,Sim,Sim,35,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.85,Sim,Cartão de crédito (automática),25.4,949.8
5624-BQSSA,Sim,Feminino,Não,Não,Não,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.7,Não,Cheque,20.95,20.95
5624-RYAMH,Não,Feminino,Não,Não,Não,9,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.65,Sim,Cheque eletrônico,19.5,178.85
5626-MGTUK,Não,Feminino,Não,Não,Não,20,Sim,Sim,Fibra Óptica,Sim,Não,Não,Não,Sim,Não,Mensal,2.97,Sim,Tranferência bancária (automática),89.1,1879.25
5627-TVBPP,Não,Feminino,Não,Não,Sim,35,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.67,Sim,Cartão de crédito (automática),20.1,644.5
5628-FCGYG,Não,Masculino,Não,Não,Não,21,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Mensal,2.8,Sim,Cheque eletrônico,84.1,1737.45
5628-RKIFK,Não,Feminino,Sim,Não,Não,49,Sim,Sim,Fibra Óptica,Sim,Não,Não,Não,Sim,Sim,Mensal,3.38,Não,Cartão de crédito (automática),101.55,5070.4
5630-AHZIL,Não,Feminino,Não,Não,Sim,3,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Sim,Mensal,2.15,Sim,Tranferência bancária (automática),64.5,177.4
5630-IXDXV,Não,Feminino,Não,Não,Não,47,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,3.54,Sim,Cheque eletrônico,106.35,4849.1
5639-NTUPK,Não,Masculino,Não,Não,Sim,13,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,1.74,Sim,Cartão de crédito (automática),52.1,670.65
5640-CAXOA,Não,Feminino,Não,Não,Não,30,Não,Sem serviço de telefone,DSL,Não,Não,Não,Sim,Não,Sim,Anual,1.34,Sim,Cartão de crédito (automática),40.35,1187.05
5641-DMBFJ,Não,Feminino,Não,Sim,Não,58,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bianual,2.81,Sim,Cheque eletrônico,84.3,4916.4
5642-MHDQT,Não,Feminino,Não,Sim,Sim,53,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.66,Sim,Tranferência bancária (automática),19.85,1039.45
