,ID_Cliente,Evasao,Genero,Eh_Idoso,Tem_Parceiro,Tem_Dependentes,Tempo_Contrato,Servico_Telefone,Linhas_Multiplas,Servico_Internet,Adiconal_Seguranca,Adicional_Backup,Adiconal_Protecao,Adicional_Suporte,Streaming_TV,Streaming_Filmes,Tipo_Contrato,Valor_Dia,Conta_Digital,Metodo_Pagamento,Valor_Mensal,Valor_Total
2563,3665-JATSN,Não,Feminino,Não,Não,Não,19,Não,Sem serviço de telefone,DSL,Não,Sim,Não,Não,Não,Sim,Mensal,1.32,Sim,Cheque eletrônico,39.7,710.05
2564,3668-QPYBK,Sim,Masculino,Não,Não,Não,2,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Mensal,1.8,Sim,Cheque,53.85,108.15
2565,3669-LVWZB,Sim,Masculino,Não,Não,Não,5,Não,Sem serviço de telefone,DSL,Não,Sim,Não,Não,Sim,Sim,Mensal,1.7,Sim,Cheque,51.0,305.95
2566,3669-OYSJI,Sim,Masculino,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,1.54,Não,Cartão de crédito (automática),46.2,46.2
2567,3669-WHAFY,Não,Feminino,Não,Sim,Não,71,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,3.84,Sim,Cartão de crédito (automática),115.15,8078.1
2568,3671-SHRSP,Sim,Masculino,Não,Sim,Não,4,Sim,Não,Fibra Óptica,Não,Não,Sim,Sim,Não,Não,Mensal,2.69,Sim,Cheque,80.6,319.15
2569,3672-YITQD,Sim,Masculino,Sim,Sim,Não,36,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Mensal,2.8,Sim,Cheque eletrônico,84.1,3021.6
2570,3675-EQOZA,Não,Masculino,Não,Não,Não,5,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.69,Não,Tranferência bancária (automática),20.65,93.55
2571,3675-YDUPJ,Não,Masculino,Não,Não,Não,10,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.66,Sim,Cheque,19.85,193.05
2572,3677-IYRBF,Sim,Feminino,Sim,Não,Não,2,Não,Sem serviço de telefone,DSL,Não,Não,Sim,Não,Não,Não,Mensal,1.01,Sim,Cheque eletrônico,30.4,78.65
2573,3677-TNKIO,Sim,Feminino,Não,Não,Não,14,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.37,Sim,Cartão de crédito (automática),71.0,914.0
2574,3678-MNGZX,Não,Masculino,Não,Sim,Sim,68,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.66,Não,Tranferência bancária (automática),19.95,1377.7
2575,3679-XASPY,Não,Feminino,Não,Sim,Sim,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.65,Não,Cheque eletrônico,19.45,19.45
2576,3680-CTHUH,Não,Masculino,Não,Não,Não,60,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Anual,3.89,Sim,Cartão de crédito (automática),116.6,7049.5
2577,3682-YEUWS,Não,Masculino,Não,Sim,Sim,10,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.81,Sim,Cheque,24.4,253.9
2578,3683-QKIUE,Sim,Feminino,Não,Não,Não,6,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Mensal,1.69,Sim,Tranferência bancária (automática),50.8,288.05
2579,3685-YLCMQ,Sim,Masculino,Não,Não,Não,58,Sim,Sim,Fibra Óptica,Não,Não,Sim,Sim,Sim,Sim,Anual,3.49,Sim,Cheque eletrônico,104.65,6219.6
2580,3688-FTHLT,Não,Feminino,Não,Não,Não,16,Sim,Sim,DSL,Não,Não,Não,Não,Não,Sim,Mensal,2.1,Sim,Tranferência bancária (automática),63.05,1067.05
2581,3689-MOZGR,Não,Feminino,Não,Não,Não,29,Não,Sem serviço de telefone,DSL,Não,Não,Não,Sim,Não,Não,Mensal,1.04,Sim,Cheque eletrônico,31.2,926.2
2582,3692-JHONH,Não,Feminino,Sim,Sim,Não,52,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Anual,3.55,Sim,Cheque eletrônico,106.5,5621.85
2583,3694-DELSO,Não,Masculino,Não,Sim,Sim,4,Não,Sem serviço de telefone,DSL,Sim,Não,Não,Não,Sim,Não,Mensal,1.28,Não,Cartão de crédito (automática),38.55,156.1
2584,3694-GLTJM,Não,Feminino,Não,Não,Não,5,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.65,Sim,Cartão de crédito (automática),19.65,92.05
2585,3696-DFHHB,Não,Feminino,Não,Não,Não,68,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.85,Não,Tranferência bancária (automática),25.5,1821.8
2586,3696-XRIEN,Não,Feminino,Não,Não,Não,50,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Sim,Anual,2.75,Sim,Cartão de crédito (automática),82.5,4179.1
2587,3701-SFMUH,Não,Masculino,Não,Sim,Sim,7,Sim,Não,DSL,Sim,Não,Não,Não,Sim,Sim,Mensal,2.32,Não,Cartão de crédito (automática),69.7,516.15
2588,3703-KBKZP,Não,Masculino,Sim,Não,Não,16,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.48,Sim,Tranferência bancária (automática),74.45,1261.35
2589,3703-TTEPD,Não,Masculino,Não,Não,Não,21,Sim,Não,DSL,Sim,Não,Sim,Não,Sim,Não,Mensal,2.18,Não,Tranferência bancária (automática),65.35,1424.4
2590,3703-VAVCL,Sim,Masculino,Não,Sim,Sim,2,Sim,Não,Fibra Óptica,Não,Não,Sim,Sim,Não,Sim,Mensal,3.0,Não,Cartão de crédito (automática),90.0,190.05
2591,3704-IEAXF,Não,Feminino,Não,Sim,Sim,72,Não,Sem serviço de telefone,DSL,Não,Sim,Não,Sim,Sim,Sim,Bianual,1.79,Não,Cartão de crédito (automática),53.65,3784.0
2592,3705-PSNGL,Sim,Masculino,Não,Não,Não,45,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.68,Sim,Cheque eletrônico,20.4,930.45
2593,3705-RHRFR,Não,Feminino,Não,Sim,Não,69,Sim,Sim,Fibra Óptica,Sim,Não,Não,Não,Sim,Sim,Bianual,3.3,Não,Tranferência bancária (automática),99.15,6875.35
2594,3707-GNWHM,Sim,Masculino,Não,Não,Não,1,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.48,Sim,Cheque,74.25,74.25
2595,3707-LRWZD,Sim,Feminino,Não,Não,Não,32,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Anual,2.8,Não,Cheque eletrônico,84.05,2781.85
2596,3709-OIJEA,Não,Masculino,Não,Não,Não,26,Sim,Não,Fibra Óptica,Não,Sim,Sim,Sim,Não,Não,Anual,2.84,Sim,Cheque eletrônico,85.2,2184.6
2597,3712-PKXZA,Não,Masculino,Não,Sim,Não,61,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.68,Sim,Cartão de crédito (automática),20.55,1252.0
2598,3714-JTVOV,Sim,Feminino,Sim,Sim,Não,42,Sim,Não,Fibra Óptica,Sim,Não,Não,Não,Não,Não,Mensal,2.47,Sim,Cartão de crédito (automática),74.15,3229.4
2599,3714-NTNFO,Não,Feminino,Não,Não,Não,49,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Mensal,2.82,Sim,Cheque eletrônico,84.5,3906.7
2600,3714-XPXBW,Não,Feminino,Não,Não,Não,37,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Não,Mensal,2.63,Sim,Cartão de crédito (automática),78.9,2976.95
2601,3716-BDVDB,Sim,Masculino,Não,Não,Não,1,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.3,Sim,Cheque eletrônico,69.1,69.1
2602,3716-LRGXK,Não,Masculino,Não,Sim,Não,60,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Bianual,3.37,Não,Cartão de crédito (automática),101.15,6067.4
2603,3716-UVSPD,Não,Masculino,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Mensal,1.64,Sim,Cheque eletrônico,49.3,49.3
2604,3717-FDJFU,Não,Masculino,Não,Não,Sim,5,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.68,Não,Cheque,20.45,106.9
2605,3717-LNXKW,Não,Masculino,Não,Sim,Não,38,Sim,Sim,Fibra Óptica,Sim,Não,Não,Não,Sim,Não,Mensal,3.06,Não,Tranferência bancária (automática),91.7,3479.05
2606,3717-OEAUQ,Não,Masculino,Não,Não,Não,2,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.36,Não,Cheque,70.7,129.2
2607,3717-OFRTN,Não,Masculino,Não,Não,Não,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.66,Não,Tranferência bancária (automática),19.75,19.75
2608,3719-TDVQB,Não,Feminino,Sim,Sim,Não,54,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.63,Sim,Cheque,18.95,1031.1
2609,3720-DBRWL,Não,Masculino,Não,Sim,Não,51,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,2.8,Sim,Cartão de crédito (automática),83.85,4307.1
2610,3721-CNEYS,Sim,Feminino,Não,Não,Não,2,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.37,Sim,Cheque eletrônico,70.95,137.95
2611,3721-CNZHX,Não,Masculino,Não,Não,Não,15,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.66,Não,Cheque,19.8,304.6
2612,3721-WKIIL,Não,Feminino,Não,Não,Não,27,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.65,Sim,Cheque,19.6,561.15
2613,3722-WPXTK,Sim,Masculino,Não,Não,Não,1,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mensal,2.94,Sim,Cheque eletrônico,88.35,88.35
2614,3723-BFBGR,Não,Masculino,Sim,Não,Não,24,Sim,Sim,DSL,Não,Sim,Não,Não,Não,Não,Mensal,1.83,Não,Cartão de crédito (automática),54.8,1291.3
2615,3724-BSCVH,Não,Masculino,Não,Sim,Sim,10,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.68,Não,Cheque,20.45,242.4
2616,3724-UCSHY,Não,Masculino,Não,Sim,Sim,6,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.65,Não,Cheque,19.55,122.9
2617,3726-TBHQT,Não,Masculino,Não,Sim,Sim,71,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,3.8,Sim,Tranferência bancária (automática),114.0,8175.9
2618,3727-JEZTU,Não,Feminino,Não,Não,Não,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.68,Não,Cheque,20.4,20.4
2619,3727-OVPRY,Não,Masculino,Não,Sim,Sim,66,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.86,Sim,Cartão de crédito (automática),25.7,1714.55
2620,3727-OWVYD,Não,Masculino,Não,Não,Não,35,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Anual,2.04,Não,Cheque,61.2,2021.2
2621,3727-RJMEO,Sim,Masculino,Não,Sim,Não,6,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Mensal,2.76,Sim,Cheque eletrônico,82.85,460.25
2622,3729-OWRVL,Não,Masculino,Sim,Não,Não,65,Sim,Sim,Fibra Óptica,Sim,Não,Sim,Sim,Sim,Sim,Bianual,3.68,Sim,Cheque eletrônico,110.35,7246.15
2623,3733-LSYCE,Não,Feminino,Não,Sim,Não,15,Sim,Não,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Mensal,2.51,Não,Tranferência bancária (automática),75.35,1114.55
2624,3733-UOCWF,Não,Masculino,Sim,Sim,Não,61,Sim,Sim,Fibra Óptica,Não,Sim,Não,Sim,Não,Não,Anual,2.85,Sim,Tranferência bancária (automática),85.55,5251.75
2625,3733-ZEECP,Não,Masculino,Não,Sim,Sim,22,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Mensal,1.7,Sim,Cheque eletrônico,51.1,1232.9
2626,3736-BLEPA,Não,Masculino,Não,Não,Não,28,Sim,Não,Fibra Óptica,Não,Sim,Não,Sim,Sim,Não,Anual,3.04,Sim,Tranferência bancária (automática),91.25,2483.65
2627,3737-GCSPV,Sim,Feminino,Não,Sim,Não,11,Sim,Sim,Fibra Óptica,Sim,Não,Não,Sim,Sim,Não,Mensal,3.21,Sim,Cartão de crédito (automática),96.2,1222.05
2628,3737-XBQDD,Não,Masculino,Não,Não,Não,24,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Não,Não,Mensal,2.83,Sim,Tranferência bancária (automática),84.85,2048.8
2629,3739-YBWAB,Não,Masculino,Não,Sim,Não,36,Não,Sem serviço de telefone,DSL,Sim,Não,Sim,Não,Não,Não,Anual,1.18,Não,Cheque,35.35,1317.95
2630,3740-RLMVT,Não,Masculino,Sim,Sim,Não,67,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Anual,2.03,Sim,Tranferência bancária (automática),60.95,4119.4
2631,3744-ZBHON,Não,Feminino,Não,Não,Não,3,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.67,Não,Cheque eletrônico,20.2,65.95
2632,3744-ZRRDZ,Sim,Masculino,Não,Não,Não,21,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Mensal,2.74,Sim,Cheque eletrônico,82.35,1852.85
2633,3745-HRPHI,Não,Masculino,Não,Sim,Sim,66,Não,Sem serviço de telefone,DSL,Não,Não,Sim,Sim,Sim,Sim,Bianual,1.82,Não,Tranferência bancária (automática),54.65,3632.0
2634,3746-EUBYR,Sim,Masculino,Não,Sim,Não,1,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.49,Sim,Tranferência bancária (automática),74.6,74.6
2635,3748-FVMZZ,Não,Masculino,Não,Não,Não,4,Não,Sem serviço de telefone,DSL,Não,Não,Não,Sim,Não,Sim,Mensal,1.34,Sim,Cheque eletrônico,40.05,162.45
2636,3750-CKVKH,Sim,Masculino,Não,Não,Não,2,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.26,Sim,Cheque eletrônico,67.75,116.65
2637,3750-RNQKR,Não,Feminino,Não,Não,Não,12,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.65,Não,Cheque,19.45,246.25
2638,3750-YHRYO,Não,Masculino,Não,Sim,Sim,7,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.69,Não,Cheque,20.65,150.0
2639,3751-KTZEL,Sim,Feminino,Não,Não,Não,1,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Não,Sim,Mensal,1.17,Não,Cheque,35.05,35.05
2640,3752-CQSJI,Não,Feminino,Não,Sim,Sim,13,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.68,Sim,Cheque,20.45,254.5
2641,3753-TSEMP,Sim,Feminino,Não,Sim,Não,15,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mensal,2.94,Não,Cheque eletrônico,88.15,1390.6
2642,3754-DXMRT,Sim,Masculino,Sim,Não,Não,2,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,1.47,Sim,Cheque eletrônico,44.15,92.65
2643,3755-JBMNH,Sim,Masculino,Sim,Sim,Não,16,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.39,Sim,Tranferência bancária (automática),71.8,1167.8
2644,3756-VNWDH,Não,Masculino,Sim,Sim,Não,65,Sim,Sim,Fibra Óptica,Sim,Não,Não,Não,Sim,Sim,Anual,3.36,Sim,Cheque eletrônico,100.75,6674.65
2645,3757-NJYBX,Sim,Masculino,Sim,Sim,Não,32,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,3.54,Não,Tranferência bancária (automática),106.35,3520.75
2646,3758-CKOQL,Não,Feminino,Não,Sim,Não,59,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Não,Sim,Anual,3.57,Sim,Cartão de crédito (automática),107.0,6152.3
2647,3761-FLYZI,Não,Feminino,Sim,Sim,Não,65,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,3.63,Sim,Tranferência bancária (automática),108.8,7082.45
2648,3763-GCZHZ,Sim,Masculino,Não,Sim,Não,66,Sim,Sim,Fibra Óptica,Não,Sim,Não,Sim,Sim,Sim,Anual,3.47,Sim,Cheque eletrônico,104.05,6890.0
2649,3764-MNMOI,Não,Masculino,Não,Não,Não,46,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.64,Não,Cartão de crédito (automática),19.2,908.15
2650,3765-JXVKY,Sim,Feminino,Não,Não,Não,1,Sim,Não,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Mensal,2.49,Sim,Cheque eletrônico,74.7,74.7
2651,3766-EJLFL,Não,Feminino,Não,Sim,Sim,68,Sim,Sim,Fibra Óptica,Sim,Não,Sim,Sim,Sim,Sim,Bianual,3.64,Sim,Tranferência bancária (automática),109.05,7508.55
2652,3768-NLUBH,Sim,Masculino,Sim,Sim,Não,57,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,3.35,Não,Cheque eletrônico,100.6,5746.15
2653,3768-VHXQO,Não,Masculino,Não,Sim,Não,67,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.83,Não,Cartão de crédito (automática),24.85,1583.5
2654,3769-MHZNV,Não,Feminino,Não,Sim,Sim,33,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.67,Não,Cheque,20.1,670.35
2655,3771-PZOBW,Não,Masculino,Não,Não,Não,20,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Não,Mensal,3.02,Sim,Cartão de crédito (automática),90.7,1781.35
2656,3774-VBNXY,Não,Feminino,Não,Sim,Sim,64,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.67,Não,Cheque,20.2,1277.75
2657,3776-EKTKM,Sim,Feminino,Sim,Não,Não,1,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Sim,Não,Mensal,1.22,Sim,Cheque eletrônico,36.45,36.45
2658,3777-XROBG,Não,Feminino,Não,Sim,Sim,58,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.65,Não,Cartão de crédito (automática),19.55,1079.65
2659,3778-FOAQW,Não,Feminino,Não,Sim,Não,24,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.67,Não,Cheque,20.15,456.85
2660,3779-OSWCF,Não,Feminino,Não,Sim,Não,71,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,3.11,Não,Cartão de crédito (automática),93.2,6506.15
2661,3780-DDGSE,Não,Masculino,Sim,Sim,Sim,35,Sim,Não,DSL,Não,Sim,Não,Sim,Sim,Sim,Mensal,2.53,Sim,Cheque eletrônico,76.05,2747.2
2662,3780-YVMFA,Não,Feminino,Não,Sim,Sim,8,Sim,Não,DSL,Não,Não,Não,Sim,Sim,Sim,Mensal,2.28,Sim,Cheque eletrônico,68.55,564.35
2663,3785-KTYSH,Não,Masculino,Não,Não,Não,53,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.82,Não,Cheque,24.6,1279.0
2664,3785-NRHYR,Não,Masculino,Não,Não,Não,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.65,Não,Cheque,19.65,19.65
2665,3786-WOVKF,Não,Feminino,Sim,Sim,Não,72,Sim,Sim,Fibra Óptica,Sim,Sim,Não,Não,Sim,Sim,Anual,3.56,Sim,Tranferência bancária (automática),106.85,7677.4
2666,3787-TRIAL,Não,Masculino,Não,Sim,Sim,21,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,0.87,Sim,Cheque eletrônico,26.05,565.75
2667,3791-LGQCY,Sim,Feminino,Sim,Sim,Não,56,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,3.36,Sim,Tranferência bancária (automática),100.65,5688.05
2668,3793-MMFUH,Sim,Feminino,Sim,Não,Não,13,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mensal,3.17,Sim,Cheque eletrônico,95.05,1290.0
2669,3794-NFNCH,Não,Masculino,Não,Sim,Não,30,Sim,Não,DSL,Não,Não,Sim,Não,Não,Não,Mensal,1.67,Sim,Cheque,50.0,1474.9
2670,3795-CAWEX,Não,Masculino,Não,Sim,Sim,70,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,3.88,Sim,Cartão de crédito (automática),116.55,8152.3
2671,3795-GWTRD,Não,Feminino,Não,Sim,Sim,63,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Não,Bianual,2.52,Não,Cartão de crédito (automática),75.55,4707.85
2672,3796-ENZGF,Não,Masculino,Não,Sim,Não,63,Sim,Sim,DSL,Não,Sim,Não,Sim,Não,Sim,Bianual,2.24,Não,Cheque,67.25,4234.15
2673,3797-FKOGQ,Não,Masculino,Não,Não,Sim,11,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Mensal,2.87,Não,Cheque eletrônico,86.2,893.2
2674,3797-VTIDR,Sim,Masculino,Não,Sim,Não,1,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,0.78,Sim,Cheque eletrônico,23.45,23.45
2675,3798-EPWRR,Não,Feminino,Sim,Não,Não,2,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,1.46,Não,Cheque eletrônico,43.95,85.1
2676,3799-ISUZQ,Sim,Masculino,Não,Sim,Sim,7,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.33,Sim,Tranferência bancária (automática),69.95,529.5
2677,3800-LYTRK,Não,Feminino,Não,Não,Não,14,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Não,Anual,1.86,Não,Cheque,55.7,795.15
2678,3801-HMYNL,Sim,Masculino,Não,Sim,Sim,1,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mensal,2.97,Não,Cheque,89.15,89.15
2679,3803-KMQFW,Sim,Feminino,Não,Sim,Sim,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.68,Não,Cheque,20.55,20.55
2680,3804-RVTGV,Sim,Masculino,Não,Sim,Sim,50,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,3.46,Sim,Tranferência bancária (automática),103.85,5017.9
2681,3806-DXQOM,Sim,Feminino,Não,Não,Não,4,Não,Sem serviço de telefone,DSL,Sim,Sim,Não,Não,Não,Não,Mensal,1.12,Sim,Cheque eletrônico,33.65,137.85
2682,3806-YAZOV,Não,Feminino,Não,Não,Não,3,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.63,Não,Cheque,18.8,56.0
2683,3807-BPOMJ,Não,Feminino,Não,Sim,Não,55,Sim,Não,Fibra Óptica,Sim,Não,Não,Não,Sim,Sim,Anual,3.16,Sim,Cheque eletrônico,94.75,5276.1
2684,3807-XHCJH,Não,Feminino,Não,Sim,Sim,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.67,Não,Cheque eletrônico,20.0,20.0
2685,3808-HFKDE,Não,Feminino,Não,Não,Não,20,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,1.48,Sim,Cheque eletrônico,44.35,927.15
2686,3810-DVDQQ,Não,Feminino,Não,Sim,Sim,72,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,3.92,Sim,Tranferência bancária (automática),117.6,8308.9
2687,3810-PJUHR,Não,Masculino,Não,Sim,Sim,70,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.85,Não,Cheque,25.35,1715.15
2688,3811-VBYBZ,Sim,Masculino,Não,Não,Não,7,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Sim,Mensal,3.33,Sim,Cheque eletrônico,99.8,673.25
2689,3812-LRZIR,Não,Feminino,Não,Sim,Sim,27,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.82,Não,Cheque eletrônico,24.5,761.95
